DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
SL200800000132,2008,132,8.36924,-10.30026,R
SL200800000136,2008,136,7.46152,-12.42875,R
SL200800000139,2008,139,9.09414,-12.85964,R
SL200800000150,2008,150,8.9345,-10.88368,R
SL200800000152,2008,152,9.44132,-11.38528,R
SL200800000158,2008,158,8.21843,-11.09827,R
SL200800000168,2008,168,7.55626,-12.01064,R
SL200800000170,2008,170,8.2576,-11.87681,R
SL200800000177,2008,177,7.28685,-11.6141,R
SL200800000183,2008,183,8.45711,-13.25116,U
SL200800000186,2008,186,9.10108,-12.20465,U
SL200800000201,2008,201,9.17727,-11.52369,R
SL200800000203,2008,203,7.66537,-11.85724,R
SL200800000205,2008,205,8.4331,-13.26295,R
SL200800000218,2008,218,9.41921,-12.27815,R
SL200800000219,2008,219,9.11749,-11.0439,R
SL200800000225,2008,225,7.68793,-11.45065,R
SL200800000226,2008,226,7.66642,-11.01895,R
SL200800000229,2008,229,8.45522,-13.272222,U
SL200800000231,2008,231,7.20304,-11.43742,R
SL200800000232,2008,232,8.32162,-13.06295,R
SL200800000236,2008,236,8.26443,-10.59937,U
SL200800000242,2008,242,7.86824,-11.21527,U
SL200800000244,2008,244,7.69701,-10.72892,R
SL200800000250,2008,250,7.95059,-11.73504,U
SL200800000252,2008,252,7.94146,-11.72304,U
SL200800000256,2008,256,7.47051,-11.42668,R
SL200800000261,2008,261,8.41516,-11.01487,R
SL200800000264,2008,264,8.4598,-13.26402,U
SL200800000268,2008,268,8.00698,-11.28047,U
SL200800000273,2008,273,9.35134,-12.68603,R
SL200800000279,2008,279,8.71516,-11.94281,U
SL200800000280,2008,280,8.45769,-13.17289,U
SL200800000282,2008,282,8.47561,-13.20552,U
SL200800000284,2008,284,8.84367,-12.09342,R
SL200800000285,2008,285,9.23017,-12.91089,R
SL200800000289,2008,289,8.62461,-10.97838,U
SL200800000292,2008,292,7.84859,-11.66276,U
SL200800000295,2008,295,8.46253,-13.17145,U
SL200800000299,2008,299,8.31265,-13.06199,U
SL200800000304,2008,304,7.985,-10.83969,U
SL200800000306,2008,306,8.481,-13.207,U
SL200800000312,2008,312,9.14058,-12.88076,R
SL200800000321,2008,321,8.46313,-13.25934,U
SL200800000322,2008,322,7.91703,-11.25981,R
SL200800000326,2008,326,8.60267,-11.75669,R
SL200800000328,2008,328,7.86983,-11.0689,R
SL200800000333,2008,333,8.75593,-12.74306,R
SL200800000335,2008,335,8.97925,-13.09895,R
SL200800000336,2008,336,7.76522,-12.73225,R
SL200800000337,2008,337,8.89493,-12.0389,U
SL200800000342,2008,342,8.92342,-10.61935,R
SL200800000344,2008,344,7.41498,-11.82207,R
SL200800000353,2008,353,8.4647,-13.1965,U
SL201300000004,2013,4,8.385,-10.398761,R
SL201300000006,2013,6,7.613824,-12.138718,U
SL201300000008,2013,8,7.536833,-12.460452,U
SL201300000009,2013,9,7.407824,-12.362927,R
SL201300000019,2013,19,8.753156,-11.360145,R
SL201300000020,2013,20,7.425291,-11.859563,R
SL201300000024,2013,24,8.210578,-11.313331,R
SL201300000026,2013,26,9.027472,-13.146856,R
SL201300000034,2013,34,8.930753,-12.853882,R
SL201300000035,2013,35,8.657985,-13.232744,R
SL201300000036,2013,36,7.883592,-10.94969,R
SL201300000038,2013,38,8.415315,-11.157206,R
SL201300000039,2013,39,7.894192,-11.183308,U
SL201300000044,2013,44,8.028661,-11.597615,R
SL201300000047,2013,47,7.987237,-11.727575,U
SL201300000049,2013,49,8.465721,-12.233936,U
SL201300000053,2013,53,9.017641,-12.938135,U
SL201300000055,2013,55,8.323276,-13.055202,U
SL201300000056,2013,56,9.20888,-12.377294,R
SL201300000059,2013,59,8.469194,-12.398242,R
SL201300000062,2013,62,8.068455,-12.75089,R
SL201300000064,2013,64,7.981422,-11.259042,U
SL201300000066,2013,66,8.694338,-11.202667,U
SL201300000069,2013,69,9.422965,-12.286783,R
SL201300000071,2013,71,9.321514,-11.859881,R
SL201300000073,2013,73,8.800946,-12.752327,R
SL201300000074,2013,74,8.628343,-10.972527,U
SL201300000080,2013,80,8.830944,-12.726261,R
SL201300000083,2013,83,9.329946,-12.423284,R
SL201300000084,2013,84,8.4753,-13.205522,U
SL201300000085,2013,85,7.225789,-11.970841,R
SL201300000093,2013,93,9.603058,-11.772059,R
SL201300000103,2013,103,9.046461,-11.764262,U
SL201300000107,2013,107,8.762031,-11.885649,R
SL201300000123,2013,123,8.481193,-13.243293,U
SL201300000128,2013,128,7.094613,-11.417556,U
SL201300000129,2013,129,7.553433,-12.162601,R
SL201300000131,2013,131,8.466392,-13.234776,U
SL201300000137,2013,137,9.570766,-11.536652,U
SL201300000140,2013,140,8.585171,-12.531692,R
SL201300000145,2013,145,8.868231,-12.031011,U
SL201300000150,2013,150,7.281327,-11.23329,U
SL201300000151,2013,151,7.627583,-11.803886,R
SL201300000159,2013,159,9.967194,-11.462051,R
SL201300000160,2013,160,8.150712,-12.420499,U
SL201300000161,2013,161,7.778551,-12.330387,U
SL201300000183,2013,183,8.796559,-12.478232,R
SL201300000184,2013,184,7.936034,-10.793172,R
SL201300000185,2013,185,9.102655,-12.937973,R
SL201300000188,2013,188,8.451284,-12.765733,R
SL201300000189,2013,189,9.429511,-12.556767,R
SL201300000191,2013,191,9.583368,-11.806883,R
SL201300000192,2013,192,8.101147,-10.585752,R
SL201300000193,2013,193,8.209726,-10.848547,R
SL201300000194,2013,194,8.282845,-11.064126,R
SL201300000196,2013,196,7.957204,-11.745385,U
SL201300000203,2013,203,7.967613,-11.727274,U
SL201300000204,2013,204,8.440503,-11.382455,R
SL201300000205,2013,205,8.66588,-13.215476,R
SL201300000206,2013,206,8.446941,-12.677511,R
SL201300000207,2013,207,8.09415,-11.457131,R
SL201300000213,2013,213,8.297041,-12.771331,R
SL201300000214,2013,214,9.071568,-11.77483,R
SL201300000216,2013,216,8.346127,-11.369023,R
SL201300000219,2013,219,9.153532,-12.853803,R
SL201300000222,2013,222,8.456977,-11.130699,R
SL201300000224,2013,224,9.129764,-12.359213,R
SL201300000229,2013,229,9.04845,-12.122764,R
SL201300000233,2013,233,7.550135,-11.644727,R
SL201300000239,2013,239,7.758501,-10.816906,R
SL201300000241,2013,241,9.519056,-12.247117,R
SL201300000247,2013,247,8.690414,-12.140584,R
SL201300000249,2013,249,9.516341,-11.679764,R
SL201300000250,2013,250,8.729264,-11.934421,U
SL201300000258,2013,258,8.462493,-13.195765,U
SL201300000259,2013,259,8.722555,-11.953476,U
SL201300000270,2013,270,9.172446,-12.750097,R
SL201300000279,2013,279,8.142666,-10.738829,R
SL201300000284,2013,284,7.948275,-11.735325,U
SL201300000287,2013,287,7.869821,-11.325669,U
SL201300000290,2013,290,8.298904,-10.306873,R
SL201300000292,2013,292,8.635924,-10.792084,R
SL201300000294,2013,294,8.349052,-11.93024,R
SL201300000296,2013,296,7.837928,-10.826249,R
SL201300000304,2013,304,8.31174,-11.544211,R
SL201300000305,2013,305,7.873784,-11.201754,U
SL201300000307,2013,307,8.685959,-11.969606,R
SL201300000319,2013,319,8.186383,-10.395411,R
SL201300000326,2013,326,8.902996,-13.074632,R
SL201300000332,2013,332,7.857621,-11.179287,U
SL201300000335,2013,335,7.339132,-11.613505,R
SL201300000337,2013,337,8.375251,-12.177296,R
SL201300000341,2013,341,8.396269,-13.260634,R
SL201300000342,2013,342,7.987206,-12.885377,R
SL201300000351,2013,351,8.332328,-13.054601,U
SL201300000353,2013,353,9.020937,-13.098372,R
SL201300000354,2013,354,8.420505,-13.129444,U
SL201300000357,2013,357,7.978748,-11.743313,U
SL201300000358,2013,358,9.296263,-12.101902,R
SL201300000359,2013,359,8.471958,-13.263584,U
SL201300000364,2013,364,8.456345,-13.187411,U
SL201300000367,2013,367,8.78818,-12.876848,R
SL201300000372,2013,372,8.34035,-10.424828,R
SL201300000374,2013,374,8.105339,-11.850531,R
SL201300000375,2013,375,7.814355,-10.957756,R
SL201300000376,2013,376,7.940333,-11.406073,R
SL201300000381,2013,381,8.670589,-10.956383,R
SL201300000386,2013,386,8.641503,-10.983405,U
SL201300000390,2013,390,8.054274,-10.90138,R
SL201300000392,2013,392,8.641914,-11.536386,R
SL201300000395,2013,395,8.479445,-13.20764,U
SL201300000408,2013,408,8.602922,-11.013309,R
SL201300000411,2013,411,8.470867,-13.22739,U
SL201300000414,2013,414,7.603172,-12.172007,U
SL201300000415,2013,415,8.861955,-12.040303,U
SL201300000423,2013,423,8.379228,-13.096332,R
SL201300000426,2013,426,8.451044,-13.279539,U
SL201300000429,2013,429,7.941402,-11.510948,U
SL201300000430,2013,430,7.757549,-11.728021,R
SL201300000431,2013,431,7.68306,-11.71853,R
SL201300000432,2013,432,7.685043,-11.229778,R
SL201900000001,2019,1,7.288689,-11.621111,R
SL201900000005,2019,5,8.48071,-13.233944,U
SL201900000006,2019,6,8.425389,-13.271385,U
SL201900000013,2019,13,8.905,-12.008,R
SL201900000014,2019,14,8.471305,-13.253286,U
SL201900000016,2019,16,8.93795,-12.291899,R
SL201900000019,2019,19,8.467772,-13.194374,U
SL201900000023,2019,23,8.977264,-11.423578,R
SL201900000024,2019,24,7.613032,-12.405115,R
SL201900000025,2019,25,8.301866,-12.918634,R
SL201900000034,2019,34,8.242637,-10.450052,R
SL201900000036,2019,36,8.841854,-12.062372,R
SL201900000037,2019,37,7.6017,-11.590629,R
SL201900000038,2019,38,7.742512,-11.836157,R
SL201900000045,2019,45,7.86372,-12.453068,R
SL201900000047,2019,47,7.765504,-12.780801,R
SL201900000049,2019,49,8.490466,-13.225319,U
SL201900000059,2019,59,8.295949,-12.6524,R
SL201900000061,2019,61,8.319192,-13.021383,U
SL201900000062,2019,62,8.742791,-11.486011,R
SL201900000063,2019,63,7.880127,-11.158701,U
SL201900000064,2019,64,8.895907,-12.049911,U
SL201900000067,2019,67,8.223318,-12.341301,R
SL201900000068,2019,68,8.421363,-13.261994,U
SL201900000070,2019,70,8.035484,-10.790325,R
SL201900000078,2019,78,8.328936,-13.037825,U
SL201900000080,2019,80,8.807884,-11.059312,R
SL201900000087,2019,87,8.597944,-13.17036,U
SL201900000089,2019,89,9.470854,-12.557061,R
SL201900000090,2019,90,7.975678,-11.734204,U
SL201900000093,2019,93,7.819955,-11.633229,R
SL201900000095,2019,95,9.3615,-11.506785,R
SL201900000100,2019,100,7.892781,-12.211167,R
SL201900000104,2019,104,9.584209,-11.541237,U
SL201900000108,2019,108,8.197799,-10.946335,R
SL201900000110,2019,110,8.198003,-12.060657,U
SL201900000111,2019,111,8.647498,-10.977921,U
SL201900000113,2019,113,8.629186,-10.949097,U
SL201900000115,2019,115,9.04008,-12.909282,U
SL201900000117,2019,117,8.642659,-10.973307,U
SL201900000119,2019,119,7.460368,-12.268088,R
SL201900000124,2019,124,8.434956,-13.281169,U
SL201900000130,2019,130,8.606703,-11.084666,R
SL201900000136,2019,136,8.257227,-10.576352,U
SL201900000137,2019,137,7.971935,-12.527525,R
SL201900000139,2019,139,7.608277,-12.177519,U
SL201900000144,2019,144,8.468914,-10.323358,U
SL201900000150,2019,150,7.461656,-11.238439,U
SL201900000153,2019,153,8.880361,-11.938157,R
SL201900000156,2019,156,9.0243,-12.943917,U
SL201900000158,2019,158,7.124367,-11.482174,R
SL201900000163,2019,163,8.405629,-13.254446,U
SL201900000165,2019,165,0.0,0.0,U
SL201900000167,2019,167,9.588234,-11.551923,U
SL201900000169,2019,169,8.454099,-13.16508,U
SL201900000172,2019,172,8.46512,-11.871573,R
SL201900000177,2019,177,8.964672,-12.240695,R
SL201900000180,2019,180,8.17772,-11.115949,U
SL201900000187,2019,187,7.850089,-10.827822,R
SL201900000191,2019,191,7.955909,-11.772122,U
SL201900000194,2019,194,8.872211,-12.806367,R
SL201900000198,2019,198,8.778607,-12.800217,U
SL201900000202,2019,202,7.942583,-10.669803,R
SL201900000206,2019,206,9.335713,-10.863755,R
SL201900000210,2019,210,9.073304,-11.820447,R
SL201900000217,2019,217,8.21629,-13.094753,U
SL201900000219,2019,219,9.537373,-11.077926,R
SL201900000222,2019,222,8.718278,-11.941853,U
SL201900000223,2019,223,8.401018,-11.390314,R
SL201900000225,2019,225,7.689282,-11.483605,R
SL201900000227,2019,227,8.266078,-11.131775,R
SL201900000229,2019,229,8.44848,-13.240649,U
SL201900000230,2019,230,8.930787,-12.727897,R
SL201900000234,2019,234,9.389196,-12.659358,U
SL201900000238,2019,238,8.605595,-13.175607,U
SL201900000239,2019,239,8.694969,-12.529411,U
SL201900000245,2019,245,7.817805,-11.827973,R
SL201900000249,2019,249,8.427747,-12.102135,R
SL201900000253,2019,253,0.0,0.0,R
SL201900000255,2019,255,8.4801,-13.268578,U
SL201900000259,2019,259,8.92,-13.099,R
SL201900000263,2019,263,0.0,0.0,R
SL201900000268,2019,268,8.197234,-10.386326,R
SL201900000269,2019,269,8.464438,-13.227107,U
SL201900000275,2019,275,7.523533,-11.447673,R
SL201900000277,2019,277,7.889258,-11.186155,U
SL201900000282,2019,282,8.480384,-13.2452,U
SL201900000283,2019,283,8.719049,-11.973444,R
SL201900000287,2019,287,7.669389,-12.359784,R
SL201900000291,2019,291,8.98709,-11.71507,R
SL201900000294,2019,294,8.423914,-12.32305,R
SL201900000299,2019,299,9.234463,-12.368002,R
SL201900000300,2019,300,8.419413,-10.400755,R
SL201900000301,2019,301,8.349486,-10.921021,R
SL201900000303,2019,303,9.58221,-11.557762,U
SL201900000304,2019,304,9.273951,-12.717666,U
SL201900000306,2019,306,8.31444,-12.44942,R
SL201900000318,2019,318,9.005748,-12.218777,R
SL201900000319,2019,319,8.107701,-10.69384,U
SL201900000325,2019,325,0.0,0.0,R
SL201900000326,2019,326,8.383018,-12.632063,R
SL201900000328,2019,328,8.51109,-10.67541,R
SL201900000329,2019,329,7.351253,-11.433346,R
SL201900000332,2019,332,8.40609,-13.147821,U
SL201900000335,2019,335,8.014034,-12.060556,R
SL201900000337,2019,337,8.138055,-10.840245,R
SL201900000341,2019,341,7.375432,-11.804208,R
SL201900000342,2019,342,8.585299,-11.262737,R
SL201900000348,2019,348,8.230955,-12.454789,R
SL201900000349,2019,349,7.81544,-11.19627,U
SL201900000351,2019,351,7.520908,-11.003021,R
SL201900000353,2019,353,8.458942,-10.307493,R
SL201900000355,2019,355,8.099828,-13.239463,R
SL201900000359,2019,359,7.460377,-12.44206,R
SL201900000366,2019,366,7.967232,-11.719206,U
SL201900000367,2019,367,8.669512,-11.157958,R
SL201900000375,2019,375,7.621026,-12.785156,R
SL201900000384,2019,384,7.268925,-11.982392,R
SL201900000394,2019,394,8.458374,-13.231902,U
SL201900000397,2019,397,7.343938,-11.597206,R
SL201900000405,2019,405,7.350481,-11.875106,R
SL201900000409,2019,409,9.240551,-12.909125,R
SL201900000418,2019,418,9.020038,-12.571954,R
SL201900000424,2019,424,8.49413,-11.100521,R
SL201900000426,2019,426,9.269285,-11.904497,R
SL201900000430,2019,430,7.375343,-11.716385,R
SL201900000431,2019,431,8.342118,-13.052382,U
SL201900000434,2019,434,8.874674,-12.018708,U
SL201900000435,2019,435,8.465162,-13.236752,U
SL201900000446,2019,446,7.962074,-11.758585,U
SL201900000447,2019,447,8.019553,-10.950518,R
SL201900000449,2019,449,9.857851,-11.282178,R
SL201900000450,2019,450,8.583794,-10.738992,R
SL201900000459,2019,459,7.953227,-11.307553,R
SL201900000460,2019,460,0.0,0.0,R
SL201900000462,2019,462,9.426224,-12.364747,R
SL201900000463,2019,463,7.87291,-11.176964,U
SL201900000465,2019,465,7.788298,-12.167572,R
SL201900000468,2019,468,8.190785,-12.866788,R
SL201900000469,2019,469,8.62969,-13.217487,U
SL201900000473,2019,473,8.196675,-11.047507,U
SL201900000481,2019,481,9.507074,-12.220925,U
SL201900000482,2019,482,8.003211,-12.73121,R
SL201900000484,2019,484,8.453811,-13.253732,U
SL201900000491,2019,491,7.311779,-11.308173,U
SL201900000501,2019,501,7.984745,-11.733526,U
SL201900000503,2019,503,8.98489,-11.996877,R
SL201900000504,2019,504,9.640587,-11.509922,R
SL201900000513,2019,513,8.306666,-12.283336,R
SL201900000519,2019,519,7.888877,-11.502382,R
SL201900000525,2019,525,8.47438,-13.269042,U
SL201900000527,2019,527,8.472978,-13.181143,U
SL201900000528,2019,528,8.451423,-11.403114,R
SL201900000535,2019,535,0.0,0.0,R
SL201900000539,2019,539,7.884341,-11.803604,R
SL201900000540,2019,540,8.699319,-12.656824,R
SL201900000542,2019,542,8.390606,-13.111434,U
SL201900000544,2019,544,7.783436,-11.98554,R
SL201900000548,2019,548,8.311635,-12.123972,R
SL201900000554,2019,554,9.24857,-12.652805,R
SL201900000555,2019,555,7.909072,-11.191818,U
SL201900000558,2019,558,8.224035,-12.700299,R
SL201900000559,2019,559,8.019083,-11.550918,R
SL201900000570,2019,570,7.592144,-11.133105,R
SL201900000572,2019,572,8.895438,-12.048195,U
SL201900000573,2019,573,8.07597,-10.966463,R
SL201900000577,2019,577,8.386082,-11.01213,R
SN201000000006,2010,6,16.02576,-16.504862,U
SN201000000011,2010,11,14.426142,-15.56415,R
SN201000000020,2010,20,14.14181,-15.594991,R
SN201000000021,2010,21,14.292715,-15.528866,R
SN201000000022,2010,22,13.980262,-15.748328,R
SN201000000023,2010,23,14.242828,-13.540723,R
SN201000000025,2010,25,13.769235,-13.680235,U
SN201000000027,2010,27,13.380351,-13.349344,R
SN201000000029,2010,29,13.910317,-15.932882,U
SN201000000033,2010,33,15.981649,-15.449118,R
SN201000000035,2010,35,12.709944,-15.566889,U
SN201000000039,2010,39,12.54409,-16.413296,R
SN201000000043,2010,43,14.617801,-17.146317,R
SN201000000045,2010,45,14.833389,-15.932921,R
SN201000000061,2010,61,14.122536,-16.469418,U
SN201000000063,2010,63,14.034897,-15.030174,R
SN201000000066,2010,66,12.52423,-15.69274,R
SN201000000068,2010,68,14.770161,-17.397898,U
SN201000000078,2010,78,14.628124,-15.29062,R
SN201000000082,2010,82,14.118103,-14.608098,R
SN201000000086,2010,86,15.358597,-16.560007,R
SN201000000092,2010,92,12.435416,-12.001551,R
SN201000000094,2010,94,12.800152,-15.064197,R
SN201000000095,2010,95,14.118203,-16.399925,R
SN201000000096,2010,96,15.439287,-15.670215,R
SN201000000097,2010,97,14.824623,-15.896232,U
SN201000000099,2010,99,15.344098,-13.013637,U
SN201000000103,2010,103,12.865872,-16.316359,R
SN201000000104,2010,104,13.766964,-15.864545,R
SN201000000112,2010,112,0.0,0.0,R
SN201000000115,2010,115,12.932454,-14.07704,U
SN201000000116,2010,116,16.467138,-15.669518,U
SN201000000118,2010,118,14.755423,-17.440624,U
SN201000000120,2010,120,12.991416,-15.723365,R
SN201000000122,2010,122,12.900201,-14.93785,U
SN201000000125,2010,125,12.533884,-12.313431,R
SN201000000127,2010,127,15.100766,-16.744343,R
SN201000000129,2010,129,15.133108,-12.886069,R
SN201000000135,2010,135,15.238337,-16.353989,R
SN201000000137,2010,137,16.126518,-13.954148,U
SN201000000146,2010,146,16.479906,-15.989064,R
SN201000000147,2010,147,14.866102,-15.85068,R
SN201000000148,2010,148,14.449908,-16.777546,R
SN201000000151,2010,151,12.622263,-16.03562,R
SN201000000152,2010,152,15.648675,-16.14044,R
SN201000000158,2010,158,13.98207,-14.782824,U
SN201000000166,2010,166,14.155207,-16.094109,U
SN201000000169,2010,169,14.88597,-15.874846,R
SN201000000171,2010,171,12.445115,-11.492197,R
SN201000000172,2010,172,13.873161,-14.309956,R
SN201000000177,2010,177,12.715498,-14.410973,R
SN201000000180,2010,180,15.400466,-16.39432,R
SN201000000183,2010,183,14.140716,-16.091133,U
SN201000000193,2010,193,14.165217,-16.067095,U
SN201000000194,2010,194,16.00139,-16.4976,U
SN201000000195,2010,195,15.400187,-13.188516,R
SN201000000199,2010,199,14.351021,-16.134848,R
SN201000000200,2010,200,16.40986,-14.314309,U
SN201000000204,2010,204,15.415364,-15.564169,R
SN201000000205,2010,205,15.009233,-16.871302,R
SN201000000214,2010,214,12.799968,-16.24542,U
SN201000000218,2010,218,13.013066,-16.577612,R
SN201000000222,2010,222,12.753798,-15.819871,R
SN201000000228,2010,228,13.966849,-15.595988,R
SN201000000229,2010,229,14.634402,-16.221321,U
SN201000000230,2010,230,15.226863,-16.09693,R
SN201000000234,2010,234,14.74767,-17.39026,U
SN201000000235,2010,235,15.509655,-13.289491,R
SN201000000239,2010,239,13.844227,-14.914161,R
SN201000000240,2010,240,15.020122,-12.544173,U
SN201000000243,2010,243,14.192836,-16.656013,U
SN201000000244,2010,244,14.016429,-16.175156,R
SN201000000256,2010,256,0.0,0.0,R
SN201000000260,2010,260,14.946599,-16.694382,R
SN201000000262,2010,262,0.0,0.0,R
SN201000000269,2010,269,13.173668,-12.048317,R
SN201000000271,2010,271,12.958425,-15.991044,R
SN201000000274,2010,274,14.788805,-17.379854,U
SN201000000278,2010,278,12.852239,-14.250101,R
SN201000000280,2010,280,14.782501,-17.390491,U
SN201000000282,2010,282,12.759438,-15.50162,R
SN201000000284,2010,284,12.706742,-15.555843,U
SN201000000285,2010,285,12.950892,-13.7474,R
SN201000000286,2010,286,14.718625,-17.284405,U
SN201000000291,2010,291,13.150243,-14.1196,U
SN201000000296,2010,296,14.734482,-17.451456,U
SN201000000299,2010,299,13.043625,-15.390694,R
SN201000000301,2010,301,13.750656,-15.786248,U
SN201000000306,2010,306,15.321872,-16.177652,R
SN201000000314,2010,314,13.610741,-13.521296,R
SN201000000315,2010,315,12.782872,-14.235689,R
SN201000000316,2010,316,14.134177,-16.0616,U
SN201000000318,2010,318,14.9288,-16.93066,R
SN201000000323,2010,323,14.714755,-17.259832,U
SN201000000325,2010,325,14.292262,-16.915586,R
SN201000000326,2010,326,14.744489,-17.314156,U
SN201000000330,2010,330,12.755494,-13.950574,R
SN201000000334,2010,334,15.028423,-16.081387,R
SN201000000341,2010,341,15.033786,-12.698391,R
SN201000000343,2010,343,13.351517,-13.56145,R
SN201000000344,2010,344,13.894274,-16.359194,U
SN201000000345,2010,345,14.446554,-14.719312,R
SN201000000348,2010,348,14.102134,-15.535857,U
SN201000000352,2010,352,15.632372,-16.199814,U
SN201000000354,2010,354,13.764066,-13.66722,U
SN201000000357,2010,357,14.770062,-16.924915,U
SN201000000358,2010,358,14.962662,-16.813353,U
SN201000000364,2010,364,16.004255,-16.492123,U
SN201000000369,2010,369,12.871849,-14.128449,R
SN201000000371,2010,371,14.138061,-15.732159,U
SN201000000372,2010,372,12.792269,-15.175324,R
SN201000000376,2010,376,14.786839,-17.239372,R
SN201000000379,2010,379,16.388702,-14.66846,R
SN201000000385,2010,385,15.657773,-13.265469,U
SN201000000392,2010,392,15.900734,-16.50145,R
SZ200600000011,2006,11,-27.115536,31.19131,U
SZ200600000012,2006,12,-26.4929,31.372429,U
SZ200600000014,2006,14,-26.516607,31.317528,U
SZ200600000017,2006,17,-25.789207,31.433414,R
SZ200600000019,2006,19,-26.490149,31.345438,U
SZ200600000020,2006,20,-26.166937,31.220304,R
SZ200600000024,2006,24,-27.124886,31.205753,U
SZ200600000025,2006,25,-27.202724,31.646156,R
SZ200600000026,2006,26,-26.879166,31.01048,R
SZ200600000028,2006,28,-27.151894,31.189089,R
SZ200600000033,2006,33,-26.503077,31.354956,U
SZ200600000036,2006,36,-27.085417,31.174267,R
SZ200600000040,2006,40,-26.038485,31.816341,U
SZ200600000043,2006,43,-26.482138,31.366806,U
SZ200600000044,2006,44,-26.480234,31.246017,R
SZ200600000049,2006,49,-27.104961,31.19278,U
SZ200600000059,2006,59,-26.46488,31.202131,R
SZ200600000060,2006,60,-26.21356,31.816208,U
SZ200600000063,2006,63,-27.074762,31.110025,R
SZ200600000065,2006,65,-25.86609,31.491879,R
SZ200600000067,2006,67,-26.692139,31.145117,R
SZ200600000068,2006,68,-26.60389,32.099815,R
SZ200600000069,2006,69,-25.901447,31.483208,R
SZ200600000074,2006,74,-26.503344,31.378834,U
SZ200600000078,2006,78,-26.534191,31.582592,R
SZ200600000081,2006,81,-26.232641,31.53989,R
SZ200600000084,2006,84,-26.26735,31.162714,R
SZ200600000090,2006,90,-26.29572,31.130205,U
SZ200600000097,2006,97,-26.4453,31.979015,R
SZ200600000102,2006,102,-26.481792,31.285501,R
SZ200600000104,2006,104,-26.150581,31.932901,U
SZ200600000107,2006,107,-26.140696,31.657902,R
SZ200600000109,2006,109,-26.785612,31.773918,U
SZ200600000112,2006,112,-27.106918,31.106213,R
SZ200600000116,2006,116,-26.10822,31.357828,R
SZ200600000120,2006,120,-26.79939,31.919554,U
SZ200600000125,2006,125,-26.497702,31.321495,U
SZ200600000126,2006,126,-27.07518,31.817343,R
SZ200600000130,2006,130,-26.332266,31.125,U
SZ200600000141,2006,141,-26.420927,31.097956,R
SZ200600000144,2006,144,-26.505297,31.369478,U
SZ200600000145,2006,145,-26.329353,31.165636,U
SZ200600000146,2006,146,-26.325377,31.158777,U
SZ200600000149,2006,149,-26.47674,31.321968,U
SZ200600000157,2006,157,-26.475159,31.370808,U
SZ200600000164,2006,164,-26.575415,31.04817,R
SZ200600000172,2006,172,-26.497803,31.35932,U
SZ200600000174,2006,174,-27.256334,31.650854,R
SZ200600000179,2006,179,-26.043116,31.436913,R
SZ200600000180,2006,180,-26.569052,31.15852,U
SZ200600000181,2006,181,-26.42994,30.899864,R
SZ200600000182,2006,182,-26.505796,31.330528,U
SZ200600000186,2006,186,-26.381392,31.867247,R
SZ200600000187,2006,187,-27.2209,31.402344,R
SZ200600000189,2006,189,-26.758368,31.92919,U
SZ200600000191,2006,191,-26.489317,31.881132,R
SZ200600000203,2006,203,-26.813894,30.948997,R
SZ200600000204,2006,204,-26.55481,32.03378,R
SZ200600000208,2006,208,-26.318918,31.139011,U
SZ200600000209,2006,209,-27.107544,31.196337,U
SZ200600000210,2006,210,-26.933474,31.63808,R
SZ200600000219,2006,219,-26.73462,31.324705,R
SZ200600000220,2006,220,-26.568012,31.659794,R
SZ200600000225,2006,225,-26.867184,31.857817,R
SZ200600000226,2006,226,-27.034592,31.484518,R
SZ200600000227,2006,227,-26.506392,31.47813,R
SZ200600000231,2006,231,-26.205961,31.924767,U
SZ200600000232,2006,232,-27.000002,31.826904,R
SZ200600000235,2006,235,-25.884115,31.494074,R
SZ200600000237,2006,237,-27.211136,31.804869,R
SZ200600000240,2006,240,0.0,0.0,R
SZ200600000242,2006,242,-26.819578,31.573359,R
SZ200600000243,2006,243,-26.55068,31.078505,R
SZ200600000248,2006,248,-25.812534,31.364445,R
SZ200600000250,2006,250,-26.453362,31.35674,U
SZ200600000251,2006,251,-26.033888,31.808195,U
SZ200600000252,2006,252,-26.322538,31.108574,U
SZ200600000255,2006,255,-26.48408,31.326822,U
SZ200600000259,2006,259,-26.035538,31.90667,R
SZ200600000270,2006,270,-26.73483,31.020014,R
TD201400000004,2014,4,12.13549,15.206105,R
TD201400000017,2014,17,12.140239,15.036454,U
TD201400000022,2014,22,9.915849,15.139209,U
TD201400000023,2014,23,12.130738,15.079504,U
TD201400000027,2014,27,9.374376,17.408789,R
TD201400000036,2014,36,9.670438,16.069418,R
TD201400000040,2014,40,14.135988,17.334599,R
TD201400000043,2014,43,9.050294,18.363596,R
TD201400000045,2014,45,14.147306,21.081861,R
TD201400000046,2014,46,14.437631,21.105589,R
TD201400000049,2014,49,9.514925,15.894147,R
TD201400000051,2014,51,8.269162,16.935003,U
TD201400000053,2014,53,12.058302,15.069599,U
TD201400000055,2014,55,8.633647,17.18147,U
TD201400000066,2014,66,9.479044,17.841145,R
TD201400000067,2014,67,12.078066,15.117162,U
TD201400000070,2014,70,13.982653,18.003658,R
TD201400000074,2014,74,11.017607,20.234745,R
TD201400000078,2014,78,8.736413,18.588177,R
TD201400000079,2014,79,12.658654,17.002596,R
